featureid	Intercept	condition[T.NAT]
ABHD6	-0.3517159556295848	0.2974417267516998
ABHD8	0.12811025629973827	0.1617869196609405
ABI1	1.0454296732995552	0.3208018599227813
ABI2	1.576179828748467	0.3684400377944854
ABI3	-0.3078915213491875	-0.22734021561585394
ABI3BP	1.6917072201821846	0.36159575564421687
ABL1	2.4579969907853645	-0.05400514023743597
ABL2	0.6953054333779853	-0.11874353306733099
ABLIM1	3.1565107668492827	0.12483573538817438
ABLIM2	-0.06919566144013167	0.5047732649520782
ABLIM3	0.6934133435342353	-0.8206226767822358
ABO	1.3840794230554128	-0.47223138230286565
ABR	1.366228189573052	-0.3309305848404023
ABRA	-3.5390276049520946	-1.7708425463958832
ABT1	-0.031057510271306654	0.5078922568038848
ABTB1	1.2468933726403737	-0.8987119139953705
ABTB2	-0.45918646801971974	-0.6140401305481049
ACAA1	1.4547063971612477	0.1096628962234405
ACAA2	1.2967354918572926	0.4307085333541778
ACACA	0.9505164290521169	-0.02179264443360296
ACACB	2.1514206791970754	-0.4179259480758759
ACAD10	0.9966785575006032	0.018200760908499092
ACAD11	-1.2758745287802196	-0.6588244380279633
ACAD8	1.478921380147698	-0.2348791302963349
ACAD9	0.9208006526086372	0.10290647131957087
ACADL	1.2432596350762886	-0.5822629870697114
ACADM	0.8697203065011525	0.6048914251998809
ACADS	0.7652058268640083	0.18355453593291315
ACADSB	0.5219329262826466	0.5228924213127044
ACADVL	3.875175919637445	-0.787497514657602
ACAN	-2.010573778047796	-1.1607575358673188
ACAP1	0.3418124581429982	0.02945209128417048
ACAP2	1.0475560093972724	0.22300506217040095
ACAP3	1.5866633320901435	-1.3423125685974213
ACAT1	1.0891798401925588	0.6258323846534637
ACAT2	-0.6379691695120293	0.43048561198271784
ACBD3	1.0000756646249318	0.6616900025085357
ACBD4	0.8608750964257741	-0.21683251278840032
ACBD5	0.6509431267831349	0.6618742404655364
ACBD6	0.19167026530242204	0.26693297011412653
ACBD7	-2.578111562624212	0.9212213812545684
ACCN2	-2.189521703615423	-0.6500542105957123
ACCN3	-0.7464219664480645	-2.015296930245981
ACCS	1.0632506276223683	-0.9719703139587494
ACD	0.5063703919503713	-0.21873640435181585
ACE	1.3990573550317311	-0.16846978085480657
ACE2	-0.26207724560761037	-1.415734523706064
ACER2	-1.5509628390219188	-0.5088547410293671
ACER3	-0.35390392292999806	0.09780860526122126
ACHE	-1.2180270289328057	-0.3355348052307221
ACIN1	2.6445498543534303	-0.2770262898727509
ACLY	1.7856978441331428	0.12311661822356257
ACN9	-0.8771993254568535	0.6952775178626922
ACO1	1.133294310674433	0.3927497921661285
ACO2	0.8455160523507619	0.6772824583724883
ACOT1	-1.5549968813803154	0.113165384359732
ACOT11	0.059258546933891765	0.1255005655959991
ACOT13	-0.04569355000519515	0.6740934906677154
ACOT2	-0.23073307026886702	0.16269410235442194
ACOT7	-0.9894701575186229	0.19613409621275935
ACOT8	-0.0710419749166924	0.17959678751982722
ACOT9	0.6833070183846992	-0.2586725892349335
ACOX1	1.1007173920724433	0.3909403143600372
ACOX2	0.735079732045893	0.08633876425780329
ACOX3	-0.06797257412934066	0.1213750897125152
ACOXL	-2.259857568636175	-0.27754210846863714
ACP1	1.1050227547738576	0.4497062025741485
ACP2	0.7671492959115547	0.15095735175169978
ACP5	-1.1371094321157909	1.206555938549414
ACP6	0.380874958143	-0.09271263497315374
ACPL2	-0.4583078955557305	0.27149654013670954
ACPP	-1.9359525774862725	0.2571485100463775
ACR	-3.0402268504049754	-1.2784426154419037
ACRBP	-0.603831443681953	0.32290948016203913
ACRC	-0.9555873011496043	-0.8118689002319428
ACSBG2	-3.4949635599997	-0.4879703463836762
ACSF2	1.8109877968881172	0.2507134733871368
ACSF3	0.2551568413827443	0.28698325736083063
ACSL1	1.9696316386315864	0.0003281889633086621
ACSL3	0.91494270812011	0.5754671750739959
ACSL4	0.8921589518640083	0.3712412176803497
ACSL5	0.32535275469756364	-0.21717178242646185
ACSL6	-2.3446768855001885	0.46845627409972224
ACSM3	-2.5334657763388133	0.6256177483276275
ACSM5	-1.1170853709127861	0.2850474177078155
ACSS1	1.7900217438790822	-0.11487936394654241
ACSS2	0.9107854033563179	-0.2273206652923676
ACSS3	0.004360046491388658	0.695298260279074
ACTA1	0.37407382975554704	-1.6692252101226899
ACTA2	2.7367680485103154	-0.9754862727447602
ACTB	4.725202169523004	0.8752803860381988
ACTC1	-0.3624402617361504	-2.3511681498809907
ACTG1	4.553898420438531	0.8981734572128204
ACTG2	0.42210158358550487	-1.4903576316162201
ACTL10	-2.217466745271919	0.41690040213622126
ACTL6A	0.44002613078093766	0.2658877430633453
ACTL7A	-5.204294595613714	-2.1151781024261567
ACTN1	1.8863187099549794	-0.4271701516433808
ACTN2	-1.0277773474600274	-1.7299947680755707
ACTN3	-2.7952355479147393	-0.6088719310089203
ACTN4	2.800052900120977	0.433375721998587
ACTR10	1.068145122632746	0.38355661017455134
ACTR1A	1.6982136632058644	0.04017913920439753
ACTR1B	1.7838065291497731	-0.01824080365143743
ACTR2	1.7352102662179494	0.7542260943130401
ACTR3	1.3209622765634101	0.7676796971038726
ACTR3B	-0.8698593710806346	-0.060120815209970146
ACTR5	-0.23152605046295704	-0.22723233120881048
ACTR6	0.04070958147979198	0.4088100252822784
ACTR8	0.1397548581216359	0.3158335743621734
ACVR1	0.9954181576821846	0.6261752901748565
ACVR1B	0.8772197629067922	0.11850894076384577
ACVR1C	-2.626076135530708	0.013211256094351143
ACVR2A	0.010498848066093913	-0.012697810105905205
ACVR2B	-0.15225831021332503	0.1391520558074859
ACVRL1	1.5102374220941108	-0.8395092429443451
ACY1	-2.2586998080160576	0.4517785368636993
ACY3	-4.502267751589056	1.6062396152094767
ACYP1	-0.18903223027252736	-0.3268908204361054
ACYP2	-0.7726384734060723	0.4200198708251861
ADA	-0.3804611300375438	-0.7736689986511323
ADAL	-0.2858854864981133	0.38823545558012995
ADAM1	-0.5221950148489451	-0.8757681788726899
ADAM10	1.1102691556069875	0.7699304876998809
ADAM11	-2.099692258730169	-1.3953776301666352
ADAM12	-2.284807119264837	-0.28443467038117376
ADAM15	1.9293495679948354	-0.42771636860810247
ADAM17	0.41667994509673356	0.11589205843962702
ADAM19	0.14513668070769725	-0.4728263558670136
ADAM22	0.10008439074492692	0.12151206118620905
ADAM23	-2.094917688265083	-0.6015767993255707
ADAM28	-1.1495901678945994	0.07162011248625788
ADAM33	1.4125619793984914	-2.0568633021637055
ADAM8	-0.23815384854340316	-0.39287769215546575
ADAM9	1.465692844495539	0.5246211348251251
ADAMDEC1	-2.897480878725288	1.6624615101293472
ADAMTS1	2.617542442188027	-1.0794203223510834
ADAMTS10	0.6230619813058418	-1.716711038522348
ADAMTS12	-1.7363323305990654	-0.7363493384643647
ADAMTS13	-0.03768936146759572	-0.7814984263702485
ADAMTS14	-2.634308252229925	-0.9553036631866547
ADAMTS15	0.7293964291665596	-0.3382205905243012
ADAMTS16	-2.3881153201010186	-0.6100006045623871
ADAMTS17	-1.3211902712728936	-0.45512890236817327
ADAMTS2	0.4777241612527394	-1.5416469516082856
ADAMTS3	-1.0352284048941094	0.07334232909239802
ADAMTS4	1.9178669715974355	-1.9991431178375336
ADAMTS5	0.7351303959939504	-0.21546422856293646
ADAMTS6	-2.1121934985067803	-1.0410606803222748
ADAMTS7	-0.5364572142507988	-1.361425155572519
ADAMTS8	-2.384586725130317	-0.5478215159698578
ADAMTS9	1.2730817462060475	-1.4616100730224701
ADAMTS9-AS2	-1.3637551401998955	-0.29090248959504095
ADAMTSL1	-0.8000573252584893	-0.3772945346160981
ADAMTSL2	0.8748650218102973	-1.0396764220520112
ADAMTSL3	-0.07555619229340138	0.10051882845915827
ADAMTSL4	0.7707180644128346	-1.0674159468933198
ADAMTSL5	-1.6788810824301201	-1.0783801020904633
ADAP1	-0.1416043375875926	0.21948409659422907
ADAP2	-0.8037911986258006	-0.22529792206726995
ADAR	2.655211944386725	0.17287028414763483
ADARB1	0.4732061291787666	-0.49343191998444524
ADAT1	-0.3445099924948174	0.2762748060897735
ADAT2	0.14009698878264665	-1.0214533747955414
ADAT3	-1.190627727403875	-0.5741169394775483
ADC	-0.8026563261892754	0.08116627318419489
ADCK1	-0.24769273747467757	-0.17710971253357854
ADCK2	0.2786436940286183	0.5769146738723663
ADCK3	0.9145011569116139	0.010184770651235908
ADCK4	0.9654119874093556	-0.0791571082397553
ADCK5	-0.13324657429718734	-0.7395372332855317
ADCY1	0.09043702136016307	0.15101159197844538
ADCY2	-1.9844946001913524	-1.1053631247802826
ADCY3	1.2411435509774709	-1.3479626120849701
ADCY4	1.7053547764871144	-1.832079166345224
ADCY5	-0.4578799342062432	-1.1893150748535248
ADCY6	1.975833799943688	-0.7014491500183198
ADCY7	0.3977545167062324	-0.166819328240976
ADCY9	1.7849870587441963	0.31219053847350153
ADCYAP1	-3.1431502436544854	-0.5472450198455903
ADCYAP1R1	-0.5028301810171563	-1.2441143931671235
ADD1	2.7017003048885506	0.0756353197769073
ADD2	-2.5163501833822703	0.3298065720275787
ADD3	2.4183774257752937	0.34346402270354304
ADH1A	-1.7578171824362254	-1.5658094825073334
ADH1B	2.363026466474297	-1.567768567971811
ADH1C	-1.5654429530050713	-0.9210150183960053
ADH4	-3.097593698396917	-2.253707879953012
ADH5	1.4408378268334907	0.5276981650070098
ADHFE1	0.6235404873940986	-0.8905696811004731
ADI1	1.2169834042642158	0.4183772860244659
ADIG	-3.4120368098165947	1.2747015861944107
ADIPOQ	-0.6249529456045604	-1.3807225169464203
ADIPOR1	1.33290084849334	0.4156214056686309
ADIPOR2	1.702399637803797	0.40298998934783015
ADK	0.2728076840493703	0.53536600453414
ADM	1.162700858220818	-1.5671265067382905
ADM2	0.6086927319619697	0.6135040579513458
ADNP	1.620330181226496	0.4311050234512237
ADNP2	0.5160113240335011	0.22500050646819147
ADO	-0.06774226178192855	0.8619865833000091
ADORA1	-1.2155822848226983	0.4525903521255401
ADORA2A	-0.8193232153799492	-0.2670214118286225
ADORA3	-1.6931852435018993	-0.37020801918946233
ADPGK	1.1724890137765431	-0.11060237305603948
ADPRH	-0.09092560757660628	0.2335870323852447
ADPRHL1	-2.567503366365667	-0.16075324433289495
ADPRHL2	0.41477402697539745	0.46947157961882624
ADRA1B	-1.7601865862753368	-0.8423168601318451
ADRA1D	-2.2105430697348094	-1.79941844361268
ADRA2A	0.41596158991790233	-1.2093620242401215
ADRA2B	-1.4974087809469676	-1.161645645074472
ADRA2C	-1.9795154665853936	-0.7239873351379487
ADRB1	-2.3708728884603953	-0.7657997550293061
ADRB2	-1.7964691256430108	-0.07033252137146917
ADRBK1	1.921714928254847	-0.41769313233338323
ADRBK2	0.2973838711831611	0.24803794009245905
ADRM1	1.4989814425561452	-0.026537889413461357
ADSL	0.693890895948174	0.27199161631621394
ADSS	0.6835239792916799	0.6484541950897125
ADSSL1	-0.39824191082977833	0.33410573584593806
ADTRP	-2.867765817537544	0.31308711154021296
AEBP1	2.8977825755927595	-0.9555892886444184
AEBP2	0.7223451996896308	0.4431061802581695
AEN	0.5347677136514228	-0.012303584985360771
AES	3.4356894756410155	0.24659181220091853
AFAP1	0.8975017930123848	0.31141234023131403
AFAP1L1	0.6340585614297414	-0.9182803572937104
AFAP1L2	2.613539163276913	0.507860904760733
AFF1	2.975302960977319	0.09734678847350153
AFF2	-1.5072092150595164	-0.46951901333771673
AFF3	-1.8282398318197686	0.3417275009826568
AFF4	2.14019426356292	0.20621848685301813
AFG3L1P	1.0241932536218208	-1.1989409865661713
AFG3L2	1.2925703192803901	0.6782963333801177
AFMID	0.037185754880670885	-0.25289284604035345
AFTPH	0.8712128068063283	0.680689638681784
AGA	0.039063778028252116	0.7589499412254241
AGAP1	0.5480295086953682	0.39952862841643366
AGAP11	0.18869599352813005	-1.7849373759552094
AGAP2	-0.7773975466635186	-0.3639619292541596
AGAP3	1.8025827075097585	-0.38527809994660345
AGAP4	-0.7362481688406444	-1.0735526027008149
AGAP5	-1.1091219519522166	-1.4315838755889985
AGAP6	0.7818153763864082	-2.0162253321930024
AGAP7	-2.5312098597433543	-1.9690473021789643
AGAP8	-1.5870751475241143	-1.4434463919921967
AGAP9	-0.3811983202841258	-1.3390834273620698
AGBL2	-1.4408201311972118	-0.716781372003183
AGBL3	-1.5897997950460887	-0.8617823066040131
AGBL4	-2.5251387690451104	0.471449976988211
AGBL5	0.8433448935601735	0.3836715279296783
AGER	1.5255437756631416	-0.34641444104157415
AGFG1	1.2362013722512746	0.2240747271255401
AGFG2	0.6727338696572822	-0.036252731256112725
AGGF1	0.4049023057076955	0.5214666186050323
AGK	0.6032226945016426	-0.3125742615982148
AGL	0.7056162024591011	0.35894847495116267
AGMAT	-2.9192966555502373	1.1518140493110565
AGPAT1	1.723189559087519	0.3436343727783111
AGPAT2	1.1430340672586006	0.23724735362090144
AGPAT3	1.7063215638253713	0.4560240565017608
AGPAT4	0.2896424199197334	-0.21210395710907903
AGPAT5	-0.09037629117035628	0.4060541449264434
AGPAT6	1.5266387129876637	0.001639967985525459
AGPAT9	0.9835439587686103	0.3814725933746246
AGPHD1	-1.9975761507894951	0.31070626360930476
AGPS	0.3967770005319142	0.5639776645378021
AGR2	-2.0910619830038524	0.7361344752983001
AGR3	-2.405064020052192	1.421424625642672
AGRN	2.818969209000829	-0.060510152749643
AGT	0.39712056170440135	-1.8021995963378998
AGTPBP1	0.026897039518122057	-0.013891214303598076
AGTR1	0.32686671267485856	-1.3887598456665131
AGTRAP	0.6820357705209297	0.22060621363677058
AGXT2L1	-2.9149641131308037	0.7589455900863555
AGXT2L2	1.665756788358454	-0.8112037123962494
AHCTF1	1.0780744219872993	0.09952724558867487
AHCY	1.834259536370995	0.5721224604324249
AHCYL1	2.3642888928506416	0.19397032839812312
AHCYL2	1.865506615743401	0.3616054115966705
AHDC1	1.856230583295586	-0.28360366242371526
AHI1	0.6315339470956349	-0.2539896907135102
AHNAK	4.009140458211664	0.06276679617919001
AHNAK2	-0.2505902384664971	-0.26041280644379583
AHR	1.376657929525141	0.16002667529143366
AHRR	-1.0377124880697703	-1.3789153041168305
AHSA1	1.233542528257134	0.2988709269241241
AHSA2	2.4901415372941518	-1.6787970008178803
AHSP	-4.433882627382513	-1.1493997515960785
AICDA	-4.796782884493108	2.2717114148811257
AIDA	0.005815115079643718	-0.033533567361459404
AIF1	-1.0337087248709178	0.6697554646209625
AIF1L	2.385979380712275	0.8181898651794342
AIFM1	0.252055015668633	0.507847374506369
AIFM2	0.8565166855905098	-0.040348285607919365
AIFM3	-2.3875192736532664	-0.2581262530609223
AIG1	0.5416730309579396	0.7884162126258758
AIM1	0.036059703931574205	0.6145466027931121
AIM1L	-3.4002899264242625	-0.3019131364151093
AIM2	-2.728877935304876	0.791718429155722
AIMP1	0.7049033309075856	0.5796575008109954
AIMP2	-0.49744263638520003	0.7121923027709869
AIP	1.1704538727853322	0.4195580540374664
AIRE	-3.6668819521810967	-1.3709907473846528
AJAP1	-2.0077680682089287	-0.125986808709726
AJUBA	0.5072222615335029	0.4725983200744537
AK1	1.221846785650019	0.4281251488403228
AK2	2.1292603875253224	0.05179012400664362
AK3	1.5387080575082344	0.18451655489958796
AK4	-0.5888430212881524	-0.15868770497284856
AK5	-2.925573263063665	-0.0274600924774262
AK7	-2.05585328091645	0.720334893293753
AK8	-1.0292276476767022	0.48888922316588435
AKAP1	1.9982897902581715	0.12222648245848688
AKAP10	0.5033777619454902	0.23512900454558405
AKAP11	1.41315146933532	0.17634296996153864
AKAP12	2.0998251701447987	0.05926812274016413
AKAP13	2.7246424409303707	0.04461157900847468
AKAP17A	0.5769391919229072	-0.7081811370178315
AKAP3	-2.3303951357748467	0.9438158927635101
AKAP4	-4.968413267030952	-2.916378492288217
AKAP5	-2.0598749255087334	0.5049074350074676
AKAP6	-0.24109879483246566	0.5760642944053558
AKAP7	-0.7353562449362254	0.43008566481627497
AKAP8	1.115173544988398	-0.17815160172425237
AKAP8L	2.132969524965052	-0.811310762338266
AKAP9	1.7703947688195747	0.17976499182738337
AKD1	-0.4011344050314385	0.058229571409597725
AKIP1	-0.23100987423920394	0.3227082548812774
AKIRIN1	1.0091746712777656	0.6275406537727264
AKIRIN2	0.3790326977822822	0.29482555968321833
AKIRIN2-AS1	-2.4073018168356377	-0.05561124699555364
AKNA	0.9387550021264577	0.177524572439566
AKR1A1	1.506050434217217	0.5268796144203094
AKR1B1	0.695123996839289	0.3623383103088287
AKR1B10	-3.238125715151069	-1.3255376757904145
AKR1C1	1.149306025609734	-1.2891976775451752
AKR1C2	0.9602627421472096	-1.3711759986206147
AKR1C3	0.44227394114470897	-0.9038956107421967
AKR1E2	-1.3888305758383233	-0.3545198382660004
AKR7A2	0.26340517054534196	0.6547139344886688
AKR7A2P1	-1.9314126109030205	1.5827247558311388
AKR7A3	-2.477538022890325	-0.6086094321533295
AKR7L	-2.650553140535589	-1.0084888877197358
AKT1	2.2145899499509376	0.16565275771178278
AKT1S1	0.9897308016870046	0.2521234808639434
AKT2	2.8888142670247587	0.19855797869719538
AKT3	1.5475119019601369	-0.008569950036630303
AKTIP	0.21018036852813182	0.17409766299284968
ALAD	1.3346544171426338	0.45026946646727595
ALAS1	0.7610337401483083	0.5408117829040435
ALAS2	-2.0870217417623955	-1.7176055850311371
ALB	-1.062022600069282	-2.0751674117370698
ALCAM	1.8565618659112495	0.5469102917388824
ALDH16A1	0.8739008570764089	-0.19382106678925481
ALDH18A1	1.426794376477961	0.6535371599868682
ALDH1A1	2.513371911153559	0.8242361603454498
ALDH1A2	-1.4018558596517998	0.02981532198943171
ALDH1A3	-1.170051965608831	0.16982186419524226
ALDH1B1	0.03384193430877147	1.0672734437660125
ALDH1L1	-0.9671215151693797	-0.4104150475784394
ALDH1L2	-0.2655316924002129	-0.6229755820556733
ALDH2	1.9218175674531484	0.5891454873756317
ALDH3A1	-2.837273988619085	0.0891940651611236
ALDH3A2	2.032838430509333	0.45162511450804743
ALDH3B1	-1.1029466723349053	0.3529969511703399
ALDH3B2	-3.942191514864204	-1.6294157447143647
ALDH4A1	0.1161647702310109	0.39524341208495173
ALDH5A1	0.43830188761687516	0.7960288582519439
ALDH6A1	-0.22266975392365218	0.8729327974990753
ALDH7A1	0.1988089943978828	0.7453093586639312
ALDH8A1	-2.7896122073080516	-0.8960456790252778
ALDH9A1	2.065605011090998	0.7926091609672454
ALDOA	3.510242130861047	0.41043484789885554
ALDOB	-2.999722394838569	-1.4539155902191254
ALDOC	-0.5333832835104442	0.05407846552886042
ALG1	-0.6953980063345391	0.6056430397704986
ALG10	-1.7695311640646416	0.4630550203994659
ALG10B	-0.16461077679657699	0.14658690077818903
ALG11	-1.613745126619575	0.9200050888732818
ALG12	0.9072353507134938	0.20938718897856745
ALG13	1.1426363850686592	-0.29600858109436956
ALG14	-0.7724029158499199	0.6792402921394256
ALG2	0.6226333047006172	0.607079928942099
ALG3	0.49530610095000505	0.06099200827635798
ALG5	0.5386010075662178	0.6631279049590972
ALG6	-0.5100452040579277	0.21460831744231434
ALG8	0.3397348786447072	0.4968944249824432
ALG9	0.4457400704476857	0.09458780867613825
ALKBH1	-0.467103395357368	0.2292232571319488
ALKBH2	-0.5030182932760674	0.2924733219818023
ALKBH3	-0.221492681398626	0.29794777018584284
ALKBH4	-0.455625924959417	0.49282158000029597
ALKBH5	1.6830901766870063	0.4797831831649688
ALKBH6	-0.09838834752106429	-0.5609965266510102
ALKBH7	0.9324068690393013	0.36689878088988337
ALKBH8	-0.6153706644918877	0.46851170641936335
ALMS1	0.6606048012826484	0.26049543005980524
ALOX12	-1.415676507845161	-0.9276423396392914
ALOX12P2	-0.36879840840363265	-1.3051690997406098
ALOX15B	-0.9801758860495049	-0.012611979417428643
ALOX5	-0.304930601015327	-0.04659592526398626
ALOX5AP	-0.9677285288717723	0.4317526875213531
ALPK1	0.6866396332833791	-0.4174224080368134
ALPK2	-3.0615686510946727	0.6503064094261077
ALPK3	0.7212917471978706	-0.5467474402710053
ALPL	0.21904572497344255	-1.023644918374643
ALS2	0.7285133267495656	-0.17898678200684515
ALS2CL	2.5825008193705106	-1.3115019740387055
ALS2CR12	-1.7909568880941826	-0.6464080752655121
ALS2CR8	0.32930811892486034	-0.22333442585907903
ALX3	-1.4201492403891063	-0.05752932446442571
ALYREF	0.3240376378152394	0.617645090647116
AMACR	-2.669451150789495	0.9336192069724945
AMBP	-2.9135836695578057	-0.19429611580811468
AMBRA1	0.7364014054391426	0.34426379782713923
AMD1	1.4678876067254585	0.5345739184097198
AMDHD2	0.19762190829253434	-0.18012117760621038
AMFR	1.287282314405207	0.6725331006721404
AMH	-2.3955806826498467	-1.5983292998596283
AMICA1	-0.7903987502005059	0.2767360268310455
AMIGO1	-1.0267778967764336	0.6752831397727874
AMIGO2	-0.5646130179312205	-0.20791565793000188
AMIGO3	-0.5189894770529229	-0.24364327805481878
AMMECR1	-0.5466250513937432	0.15802968127287897
AMMECR1L	0.7547748948190236	-0.1027615012451264
AMN	-1.7499317263510186	-0.7684528769775483
AMN1	-0.8357998465445	0.3432812748626617
AMOT	-0.08560625065826954	0.6038433371261505
AMOTL1	1.441064920530085	0.06079888922728571
AMOTL2	1.870719578370812	0.5818232355789092
AMPD1	-3.262735757723089	0.08175171000517878
AMPD2	1.2501066590402168	-0.5102226676269623
AMPD3	-0.22649494160675765	0.18215299231566462
AMPH	-1.3309659098532158	-1.473671430520639
AMT	0.9490670825097602	-1.1891577185913178
AMY2A	-2.001625928774116	-1.4720416011139008
AMY2B	1.6688553954217475	-1.7989563884063813
AMZ2	0.9337922001931691	0.46117508990325007
AMZ2P1	-0.2574645613577342	-0.12551772015534368
ANAPC1	0.2688196564767402	-0.03918480294190374
ANAPC10	-1.0993894671347118	0.41316199881590876
ANAPC11	0.7303299571130317	0.4545803127960113
ANAPC13	1.0566296244714302	0.6450842080787567
ANAPC16	1.8482315207574391	0.5058212338165191
ANAPC2	1.2210894490335011	-0.2577351273819062
ANAPC4	0.9639798070046925	-0.42420493977509466
ANAPC5	2.0797229672524953	-0.16890870945893255
ANAPC7	1.0639788771722358	0.014193063803091377
ANG	-1.138076696291206	0.07882547957457575
ANGEL1	0.6803182030770802	-0.15802120583497015
ANGEL2	0.5076068307015937	0.08746147734679255
ANGPT1	-0.3266758059408623	-0.275681370668039
ANGPT2	0.4631188775155586	-0.9414284171386811
ANGPT4	-1.8679775332357842	-0.6020543517395112
ANGPTL1	1.0399852658364797	0.5031715689376739
ANGPTL2	0.8562560940835517	-0.7534496726318451
ANGPTL4	1.1103202963922065	-0.7666037024780366
ANGPTL5	-2.7667745684530693	-0.23590647595368353
ANGPTL6	-3.699656877413032	-0.10535191910706487
ANGPTL7	-2.819215211763618	-1.5741729678436371
ANK1	-2.0172876452352977	-0.2500896395965668
ANK2	0.939675417051081	0.5118767080978301
ANK3	1.0949510003182912	0.9353284893707183
ANKAR	-0.8271702860739207	-0.4658877791687104
ANKDD1A	0.1316419507119697	-0.2655093611999604
ANKFY1	1.57213791857696	0.016918307371511787
ANKH	1.536185350522759	-0.007977956704721123
ANKHD1	0.10814365397429881	-0.1399781646057221
ANKHD1-EIF4EBP3	-1.6276282404806572	0.012179857321157783
ANKIB1	1.0106942320916676	0.40664268118895563
ANKK1	-2.33022967328095	0.021410351820364326
ANKLE1	-2.295357141390083	-0.8407022895141694
ANKLE2	1.414949264631037	0.008641964025869697
ANKMY1	-0.3575698470022637	-0.25129556076966253
ANKMY2	0.3628695870492482	0.4229316769317535
ANKRA2	0.7254410649392629	-0.2851931990905854
ANKRD1	-1.5383028124716258	-2.9158444346710297
ANKRD10	2.011050012216332	-0.7758071364685151
ANKRD11	1.8788427973840278	-0.04906975644074407
ANKRD12	1.2863975430581593	0.3224840222076324
ANKRD13A	1.80036559353805	0.18473196608580622
ANKRD13B	-0.24261799801849904	-1.3221664370819184
ANKRD13C	0.3555303479287648	0.29047287089385065
ANKRD13D	0.7948482895944142	-0.6625862063690278
